Gender,Customer_Type,Age,Type_Of_Travel,Class,Fligh_ Distance,Inflight_wifi_service,Departure_Arriva_ time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,Onboard_service,Leg_room_service,Baggage_handling,Checkin_service,Cleanliness,Avg_rating,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes,satisfaction
Male,Loyal Customer,52,Personal Travel,Eco,944,3,3,3,2,2,3,2,2,3,1,1,2,2,2.23,0,0,FALSE
Female,Loyal Customer,28,Business Travel,Business,2174,4,4,4,4,4,4,4,4,4,5,4,5,4,4.15,9,0,TRUE
Male,Disloyal Customer,33,Business Travel,Business,354,4,4,4,3,2,4,2,2,3,2,3,4,2,3,4,0,FALSE
Male,Loyal Customer,27,Business Travel,Eco Plus,2419,1,3,3,3,1,1,1,3,2,2,3,1,1,1.92,29,35,FALSE
Male,Disloyal Customer,38,Business Travel,Eco,391,5,5,5,1,1,5,1,1,4,2,3,3,1,2.85,16,15,TRUE
Male,Loyal Customer,55,Business Travel,Business,2324,4,4,5,4,2,4,4,5,5,5,5,4,4,4.23,0,0,TRUE
Male,Loyal Customer,24,Business Travel,Business,387,3,3,3,3,3,3,3,3,3,5,3,1,3,3,18,23,FALSE
Male,Loyal Customer,41,Business Travel,Business,1698,1,1,1,1,5,4,5,4,4,4,4,3,4,3.15,0,1,TRUE
Male,Disloyal Customer,22,Business Travel,Eco,273,4,2,4,2,5,4,5,5,4,2,4,5,5,3.92,43,36,TRUE
Male,Loyal Customer,46,Business Travel,Business,3446,4,4,4,4,4,5,5,5,5,5,5,4,5,4.54,15,14,TRUE
Female,Loyal Customer,53,Business Travel,Business,1440,1,1,5,1,2,5,4,4,4,4,4,5,5,3.46,0,0,TRUE
Male,Loyal Customer,26,Business Travel,Business,3956,3,1,1,1,3,3,3,3,3,3,3,2,3,2.46,26,18,FALSE
Male,Loyal Customer,45,Business Travel,Eco,991,4,3,2,2,4,4,4,4,3,4,4,5,4,3.62,33,23,TRUE
Male,Loyal Customer,56,Business Travel,Business,3216,4,4,4,4,2,5,5,5,5,5,5,3,5,4.31,0,0,TRUE
Male,Loyal Customer,25,Personal Travel,Eco,500,0,5,0,2,2,0,2,2,4,5,4,4,2,2.46,10,1,TRUE
Male,Disloyal Customer,25,Business Travel,Eco,628,3,0,3,3,2,3,4,2,5,2,3,2,2,2.62,0,0,FALSE
Male,Disloyal Customer,11,Business Travel,Eco,1121,2,3,3,3,4,3,4,4,4,1,4,1,4,3.08,0,0,FALSE
Female,Loyal Customer,42,Personal Travel,Eco,700,1,3,1,2,1,3,1,2,2,1,2,4,1,1.85,0,0,FALSE
Female,Loyal Customer,46,Business Travel,Eco,862,2,3,5,3,3,4,3,2,2,2,2,2,4,2.85,0,0,FALSE
Female,Loyal Customer,26,Business Travel,Eco,598,4,3,3,3,4,4,5,4,4,3,3,4,4,3.69,0,0,TRUE
Male,Loyal Customer,53,Business Travel,Business,1704,1,1,1,1,4,4,5,4,4,4,4,4,4,3.15,12,8,TRUE
Female,Disloyal Customer,27,Business Travel,Business,1182,5,5,5,3,3,5,3,3,3,3,5,5,3,3.92,12,36,TRUE
Female,Loyal Customer,48,Business Travel,Business,2026,1,1,1,1,2,5,4,4,4,4,4,4,4,3,2,0,TRUE
Female,Loyal Customer,48,Business Travel,Eco,565,4,2,2,2,5,3,2,4,4,4,4,5,3,3.38,35,28,TRUE
Male,Disloyal Customer,39,Business Travel,Business,1947,3,3,3,3,2,3,2,2,5,3,5,3,2,3,0,13,FALSE
Male,Loyal Customer,56,Business Travel,Business,1914,3,3,3,3,5,4,4,5,5,5,5,5,5,4.23,12,16,TRUE
Male,Disloyal Customer,26,Business Travel,Business,438,0,0,0,1,4,0,4,4,5,5,4,5,4,2.77,0,0,TRUE
Female,Loyal Customer,56,Business Travel,Business,2444,4,4,4,4,5,4,5,5,5,5,5,3,3,4.31,0,0,TRUE
Female,Disloyal Customer,49,Business Travel,Business,1521,2,2,2,5,2,2,2,2,3,3,5,4,2,2.77,0,0,FALSE
Female,Loyal Customer,59,Business Travel,Eco,407,3,3,3,3,3,3,3,3,3,3,3,4,1,2.92,29,22,FALSE
Female,Loyal Customer,47,Business Travel,Business,921,3,5,5,5,3,3,3,3,3,3,3,1,3,3.31,0,2,FALSE
Female,Loyal Customer,18,Personal Travel,Eco,287,4,4,5,3,3,5,3,3,4,3,5,3,3,3.69,4,0,TRUE
Female,Loyal Customer,54,Business Travel,Eco,387,2,2,2,2,2,3,3,2,2,2,2,4,3,2.38,26,24,FALSE
Female,Loyal Customer,59,Business Travel,Business,316,2,2,2,2,4,4,5,5,5,5,5,3,5,3.77,0,2,TRUE
Female,Loyal Customer,39,Business Travel,Business,110,3,3,3,3,5,4,5,4,4,4,4,4,4,3.85,0,0,TRUE
Female,Loyal Customer,48,Business Travel,Business,1932,4,4,4,4,3,5,4,5,5,5,5,5,3,4.31,0,0,TRUE
Female,Loyal Customer,38,Business Travel,Business,2935,2,1,1,1,2,4,4,2,2,2,2,3,4,2.31,0,1,FALSE
Male,Loyal Customer,17,Personal Travel,Eco Plus,237,4,5,4,3,3,4,3,3,3,4,4,3,3,3.54,0,0,TRUE
Female,Loyal Customer,11,Personal Travel,Eco,151,2,4,2,5,4,2,3,4,4,4,4,3,4,3.46,0,3,FALSE
Female,Loyal Customer,48,Business Travel,Business,232,3,3,3,3,3,1,2,4,4,4,4,4,1,3,0,0,TRUE
Female,Disloyal Customer,24,Business Travel,Eco,127,4,2,3,2,5,3,5,5,2,1,4,1,5,3.23,0,0,TRUE
Male,Loyal Customer,59,Business Travel,Business,3654,4,5,4,4,5,4,5,5,5,5,5,4,3,4.46,31,27,TRUE
Female,Disloyal Customer,27,Business Travel,Business,544,2,2,2,3,3,2,3,3,2,2,3,4,3,2.62,0,0,FALSE
Female,Loyal Customer,44,Business Travel,Eco,1028,1,0,0,3,1,4,3,1,1,1,1,1,1,1.38,7,0,FALSE
Female,Loyal Customer,72,Business Travel,Business,584,3,4,4,4,3,2,3,3,3,3,3,4,2,3.15,31,20,FALSE
Male,Loyal Customer,52,Business Travel,Business,1716,2,2,2,2,3,5,4,5,5,5,5,5,5,3.85,0,0,TRUE
Female,Loyal Customer,46,Business Travel,Eco,1448,5,3,3,3,5,4,4,5,5,5,5,3,1,3.92,0,0,TRUE
Female,Loyal Customer,52,Business Travel,Eco,102,5,5,5,5,1,4,2,5,5,5,5,3,5,4.23,0,0,TRUE
Female,Disloyal Customer,8,Business Travel,Eco,1399,2,2,2,3,5,2,5,5,2,1,4,2,5,3.08,0,0,FALSE
Female,Loyal Customer,62,Business Travel,Eco Plus,173,2,3,3,3,2,2,3,2,2,2,2,2,1,2.23,34,57,FALSE
Male,Loyal Customer,15,Personal Travel,Business,1235,2,2,2,3,3,2,3,3,2,3,3,1,3,2.46,0,0,FALSE
Female,Loyal Customer,42,Personal Travel,Eco Plus,1187,4,1,4,4,2,3,4,1,1,4,2,3,1,2.62,1,4,FALSE
Female,Disloyal Customer,26,Business Travel,Business,345,4,0,4,4,5,4,5,5,4,2,4,4,5,3.85,17,6,TRUE
Female,Disloyal Customer,48,Business Travel,Business,259,4,3,3,5,3,4,4,3,5,5,4,3,3,3.77,7,0,FALSE
Male,Loyal Customer,31,Business Travel,Business,1390,1,1,1,1,4,4,4,4,5,3,3,1,4,2.77,0,0,TRUE
Female,Loyal Customer,15,Business Travel,Business,2733,2,2,2,2,4,4,4,4,4,4,4,5,4,3.46,0,6,TRUE
Female,Disloyal Customer,24,Business Travel,Eco,102,3,3,3,4,3,3,5,3,3,5,3,1,3,3.23,1,0,FALSE
Female,Loyal Customer,37,Personal Travel,Eco,399,2,3,2,3,3,2,3,3,4,5,4,2,3,3,42,43,FALSE
Male,Loyal Customer,44,Personal Travel,Eco,1726,1,4,1,1,1,1,1,1,5,3,4,5,1,2.23,26,21,FALSE
Female,Loyal Customer,54,Business Travel,Business,2663,1,1,1,1,4,1,4,5,5,5,5,1,3,2.85,0,0,TRUE
Female,Loyal Customer,47,Business Travel,Business,2362,5,2,5,5,3,5,5,4,4,4,4,4,5,4.23,24,13,TRUE
Male,Loyal Customer,31,Personal Travel,Eco,1046,3,5,3,1,2,3,2,2,3,2,4,4,2,2.77,0,0,FALSE
Female,Loyal Customer,58,Business Travel,Business,3935,4,4,4,4,4,4,4,5,5,5,5,4,4,4.31,24,8,TRUE
Male,Loyal Customer,15,Business Travel,Business,857,1,1,1,1,5,5,5,5,5,4,5,5,5,3.69,0,9,TRUE
Female,Loyal Customer,50,Business Travel,Business,2556,3,3,3,3,3,4,5,4,4,4,4,3,5,3.69,0,0,TRUE
Male,Loyal Customer,48,Business Travel,Eco,1491,3,3,3,3,3,3,3,3,2,2,2,2,3,2.69,10,0,FALSE
Female,Loyal Customer,39,Personal Travel,Eco,631,3,4,3,4,3,3,3,3,4,5,3,1,3,3.23,2,27,FALSE
Male,Loyal Customer,27,Business Travel,Business,507,5,5,5,5,3,3,3,3,4,4,4,4,3,3.92,34,42,TRUE
Male,Loyal Customer,69,Personal Travel,Eco,591,2,4,2,1,4,2,4,4,4,3,5,4,4,3.31,0,0,FALSE
Female,Loyal Customer,56,Business Travel,Business,2373,4,4,4,4,4,5,4,4,4,4,5,4,5,4.23,0,0,TRUE
Female,Loyal Customer,43,Business Travel,Business,3866,5,1,5,5,3,5,4,5,5,5,5,3,5,4.31,0,0,TRUE
Male,Disloyal Customer,54,Business Travel,Business,1694,3,3,3,1,4,3,4,4,5,2,3,5,4,3.38,0,3,FALSE
Male,Disloyal Customer,32,Business Travel,Business,283,2,1,1,2,4,1,4,4,5,5,4,5,4,3.23,0,0,FALSE
Male,Loyal Customer,17,Personal Travel,Eco,1464,4,5,4,1,3,4,3,3,4,2,3,5,3,3.38,1,0,FALSE
Female,Loyal Customer,37,Business Travel,Eco,189,1,1,1,1,1,2,1,1,1,4,3,4,1,1.69,10,4,FALSE
Female,Loyal Customer,67,Personal Travel,Eco,725,4,1,5,3,2,4,3,2,2,5,4,4,2,3.15,0,0,FALSE
Male,Loyal Customer,43,Business Travel,Business,657,2,4,1,4,1,4,3,2,2,2,2,1,2,2.31,0,4,FALSE
Male,Loyal Customer,41,Business Travel,Eco Plus,305,2,3,3,3,2,2,2,2,4,4,3,4,2,2.77,6,9,FALSE
Male,Loyal Customer,47,Business Travel,Business,1994,5,5,5,5,5,5,5,2,3,3,4,5,5,4.38,352,350,TRUE
Male,Disloyal Customer,37,Business Travel,Business,304,4,4,4,2,3,4,3,3,5,4,5,5,3,3.77,0,0,TRUE
Male,Loyal Customer,48,Business Travel,Business,1616,2,2,2,2,2,3,4,5,5,5,5,4,5,3.54,0,0,TRUE
Male,Loyal Customer,24,Business Travel,Business,2795,3,5,5,5,3,3,3,3,3,1,3,1,3,3.15,0,0,FALSE
Female,Disloyal Customer,28,Business Travel,Business,140,4,4,4,2,1,4,3,1,3,3,5,4,1,3,0,0,TRUE
Female,Loyal Customer,29,Business Travel,Eco Plus,987,4,5,5,5,4,4,4,4,5,3,5,2,4,4.15,0,0,TRUE
Male,Loyal Customer,54,Personal Travel,Eco,1061,1,4,1,2,4,1,4,4,5,3,4,4,4,3.15,0,0,FALSE
Female,Loyal Customer,44,Business Travel,Business,3567,2,2,2,2,1,4,3,2,2,3,2,2,1,2.15,79,81,FALSE
Female,Disloyal Customer,39,Business Travel,Eco,417,1,2,1,4,5,1,5,5,3,1,3,3,5,3,8,0,FALSE
Male,Loyal Customer,21,Personal Travel,Eco Plus,277,1,2,1,3,1,1,1,1,1,2,2,1,1,1.38,0,0,FALSE
Female,Disloyal Customer,39,Business Travel,Business,937,2,2,2,3,3,2,3,3,4,5,5,5,3,3.23,36,21,FALSE
Male,Disloyal Customer,26,Business Travel,Business,404,1,4,1,3,3,1,3,3,5,5,5,5,3,3.23,0,0,FALSE
Male,Loyal Customer,45,Business Travel,Business,2654,4,4,4,4,3,5,4,5,5,5,5,4,3,4.23,0,0,TRUE
Male,Loyal Customer,41,Business Travel,Business,2345,1,1,1,1,3,4,4,4,4,4,4,4,4,3,1,0,TRUE
Male,Loyal Customer,44,Business Travel,Business,102,1,2,2,2,1,4,3,3,3,3,1,4,2,2.38,6,7,FALSE
Female,Loyal Customer,46,Business Travel,Eco,919,3,3,2,3,5,3,2,4,4,3,4,4,4,3.38,0,0,FALSE
Male,Loyal Customer,30,Personal Travel,Eco,762,1,4,1,2,4,1,4,4,5,5,4,3,4,3.23,14,0,FALSE
Female,Loyal Customer,38,Business Travel,Business,2545,4,4,4,4,4,1,4,5,5,5,3,2,4,3.77,0,0,TRUE
Male,Loyal Customer,45,Business Travel,Business,1744,1,3,3,3,3,3,2,3,3,3,1,3,2,2.54,0,0,FALSE
Male,Loyal Customer,66,Business Travel,Business,1964,3,1,1,1,4,4,3,3,3,3,3,2,4,2.69,0,0,FALSE
Female,Loyal Customer,58,Business Travel,Business,1744,3,3,3,3,5,4,5,4,4,4,4,4,5,3.92,0,0,TRUE
Male,Loyal Customer,41,Business Travel,Business,2139,1,1,1,1,5,5,5,2,2,2,2,5,4,2.77,1,1,TRUE
Male,Loyal Customer,30,Business Travel,Business,1076,4,4,4,4,4,4,4,4,4,4,3,4,4,3.92,67,62,TRUE
Female,Disloyal Customer,39,Business Travel,Business,337,2,2,2,1,3,2,3,3,5,3,5,5,3,3,0,0,FALSE
Male,Loyal Customer,23,Personal Travel,Eco Plus,883,2,3,2,4,1,2,1,1,3,5,2,3,1,2.31,0,0,FALSE
Male,Loyal Customer,30,Business Travel,Eco Plus,501,1,3,4,3,2,1,1,1,2,3,3,1,1,2,181,162,FALSE
Male,Loyal Customer,32,Personal Travel,Eco,1590,2,5,2,1,1,2,1,1,4,2,3,3,1,2.15,28,8,FALSE
Male,Loyal Customer,56,Personal Travel,Eco,1053,3,5,3,1,4,3,4,4,4,5,5,4,4,3.77,50,59,FALSE
Female,Loyal Customer,35,Business Travel,Eco Plus,468,1,2,2,2,1,1,1,1,4,1,2,1,1,1.54,0,0,FALSE
Male,Loyal Customer,57,Business Travel,Business,2639,1,1,1,1,3,5,2,4,4,4,4,1,1,2.46,0,0,TRUE
Female,Loyal Customer,42,Business Travel,Business,2248,5,5,5,5,5,5,4,5,5,5,5,5,4,4.85,0,0,TRUE
Female,Disloyal Customer,25,Business Travel,Business,901,0,0,0,5,3,0,3,3,4,5,5,3,3,2.62,6,0,TRUE
Male,Loyal Customer,44,Business Travel,Business,3306,2,2,2,2,5,4,4,4,4,4,4,3,5,3.46,0,0,TRUE
Male,Loyal Customer,53,Personal Travel,Eco,679,4,4,4,4,2,4,2,2,4,1,3,1,2,2.85,1,3,FALSE
Male,Disloyal Customer,48,Business Travel,Eco,255,2,2,2,4,3,2,3,3,2,1,3,3,3,2.54,16,12,FALSE
Male,Loyal Customer,24,Personal Travel,Eco Plus,334,3,4,3,3,1,3,1,1,4,4,3,1,1,2.46,0,0,FALSE
Male,Loyal Customer,60,Business Travel,Business,3984,5,5,5,5,4,4,4,5,5,5,5,3,4,4.54,5,3,TRUE
Male,Disloyal Customer,29,Business Travel,Eco,1197,2,2,2,4,3,2,3,3,2,5,2,2,3,2.69,0,0,FALSE
Female,Loyal Customer,61,Business Travel,Business,2122,3,1,5,5,5,4,4,3,3,3,3,4,3,3.54,24,24,FALSE
Female,Loyal Customer,24,Business Travel,Business,1623,2,3,3,3,2,1,2,2,1,2,2,2,2,2.08,0,0,FALSE
Female,Disloyal Customer,34,Business Travel,Eco Plus,456,2,1,1,3,4,1,4,4,2,1,1,2,4,2.31,20,1,FALSE
Male,Loyal Customer,27,Business Travel,Eco,160,5,3,3,3,5,5,5,5,3,1,3,4,5,3.85,0,0,TRUE
Male,Disloyal Customer,21,Business Travel,Eco,1037,1,1,1,2,5,1,5,5,3,5,2,1,5,2.85,41,30,FALSE
Male,Loyal Customer,27,Business Travel,Eco Plus,481,5,4,4,4,5,5,5,5,1,2,3,4,5,4,0,0,TRUE
Female,Loyal Customer,30,Business Travel,Business,1931,3,5,5,5,3,3,3,3,2,1,3,3,3,3.23,0,,FALSE
Male,Loyal Customer,24,Business Travel,Business,3171,4,4,4,4,4,4,4,4,3,1,3,3,4,3.54,12,17,FALSE
Male,Disloyal Customer,18,Business Travel,Eco,868,5,5,5,4,2,5,2,2,4,3,5,3,2,3.62,0,0,TRUE
Female,Loyal Customer,66,Personal Travel,Eco,460,3,4,5,3,5,1,5,1,1,5,1,3,5,3.23,51,55,FALSE
Male,Loyal Customer,41,Business Travel,Business,3712,1,2,2,2,1,3,3,1,1,1,1,2,2,1.69,0,7,FALSE
Male,Loyal Customer,67,Business Travel,Business,321,2,5,5,5,4,3,3,2,2,2,2,4,1,3.08,0,8,FALSE
Male,Loyal Customer,63,Personal Travel,Eco,453,2,4,2,1,2,2,2,2,1,2,3,3,2,2.15,0,0,FALSE
Female,Loyal Customer,25,Business Travel,Business,3456,3,3,3,3,4,4,4,4,3,5,5,5,4,3.85,0,0,TRUE
Female,Loyal Customer,66,Personal Travel,Eco,642,5,3,5,2,3,3,3,1,1,5,1,3,2,2.85,32,83,TRUE
Male,Disloyal Customer,38,Business Travel,Eco,1379,3,3,3,2,2,3,2,2,3,5,3,1,2,2.62,5,26,FALSE
Male,Loyal Customer,59,Business Travel,Eco,199,2,1,4,1,2,2,2,2,2,2,3,4,2,2.23,0,0,FALSE
Male,Disloyal Customer,30,Business Travel,Eco,192,2,0,2,2,5,2,5,5,1,2,3,2,5,2.77,0,0,FALSE
Female,Loyal Customer,23,Personal Travel,Eco,719,3,5,3,2,2,3,2,2,5,3,4,4,2,3.08,3,0,FALSE
Male,Loyal Customer,46,Business Travel,Business,3106,2,2,2,2,5,4,5,4,4,4,4,4,5,3.62,0,0,TRUE
Male,Loyal Customer,38,Personal Travel,Eco,641,1,3,1,2,4,1,2,4,3,3,4,4,4,2.77,0,0,FALSE
Male,Loyal Customer,70,Personal Travel,Eco,589,3,4,3,3,5,3,5,5,4,2,4,5,5,3.92,0,0,FALSE
Male,Loyal Customer,10,Personal Travel,Eco,719,3,4,4,5,4,4,4,4,4,3,5,4,4,4,0,0,FALSE
Female,Loyal Customer,51,Business Travel,Eco,853,4,5,5,5,3,4,4,4,4,4,4,1,3,3.85,20,22,TRUE
Female,Loyal Customer,18,Personal Travel,Eco,630,2,2,2,2,1,2,4,1,3,3,2,1,1,2,0,0,FALSE
Male,Disloyal Customer,27,Business Travel,Business,761,3,3,3,5,5,3,5,5,3,3,5,4,5,4,0,7,FALSE
Female,Disloyal Customer,28,Business Travel,Business,986,5,5,5,4,1,5,1,1,4,4,5,4,1,3.46,0,0,TRUE
Female,Loyal Customer,53,Business Travel,Eco,628,2,4,4,4,1,3,3,2,2,2,2,3,3,2.69,0,0,FALSE
Female,Loyal Customer,35,Business Travel,Business,3332,5,5,5,5,2,5,4,2,2,2,2,3,4,3.54,0,0,TRUE
Female,Disloyal Customer,34,Business Travel,Eco,1491,2,2,2,3,5,2,5,5,4,2,3,1,5,3.15,0,0,FALSE
Female,Loyal Customer,30,Personal Travel,Eco,214,2,2,2,4,4,2,4,4,4,2,4,4,4,3.23,0,0,FALSE
Male,Loyal Customer,19,Business Travel,Business,2585,4,4,4,4,4,4,4,4,2,2,1,3,4,3.38,0,0,TRUE
Female,Loyal Customer,41,Business Travel,Eco Plus,1177,1,3,3,3,1,1,1,1,3,2,1,1,1,1.69,0,0,FALSE
Male,Loyal Customer,44,Business Travel,Business,1522,3,3,3,3,5,5,5,2,2,2,2,5,4,3.38,9,2,TRUE
Male,Disloyal Customer,22,Business Travel,Eco,337,3,4,3,3,3,3,3,3,3,4,4,5,3,3.38,2,0,FALSE
Male,Loyal Customer,39,Business Travel,Business,2268,3,3,3,3,5,4,2,4,4,4,3,3,2,3.31,5,0,TRUE
Female,Loyal Customer,61,Personal Travel,Eco,326,1,4,1,3,1,4,4,4,4,1,4,3,2,2.77,0,0,FALSE
Male,Loyal Customer,51,Business Travel,Business,173,3,1,3,1,5,4,3,1,1,1,3,4,3,2.54,0,10,FALSE
Female,Loyal Customer,59,Personal Travel,Eco,669,1,4,2,4,3,4,4,2,2,2,2,5,5,3.08,10,8,FALSE
Male,Disloyal Customer,23,Business Travel,Eco,356,4,1,4,3,5,4,5,5,3,2,5,4,5,3.85,20,13,TRUE
Male,Loyal Customer,39,Personal Travel,Eco,2434,4,5,4,4,4,3,3,5,2,4,5,3,3,3.77,15,18,FALSE
Male,Loyal Customer,44,Business Travel,Business,3834,2,2,2,2,2,5,4,1,1,2,1,5,5,2.62,0,0,TRUE
Male,Loyal Customer,52,Business Travel,Business,3178,4,4,4,4,2,4,4,4,4,4,4,3,3,3.69,0,0,TRUE
Male,Loyal Customer,36,Business Travel,Business,3191,4,4,4,4,2,4,5,4,4,5,4,4,3,3.92,71,94,TRUE
Male,Loyal Customer,51,Personal Travel,Eco Plus,406,4,4,4,1,1,4,1,1,4,4,5,3,1,2.85,8,14,FALSE
Female,Loyal Customer,30,Personal Travel,Eco,397,3,3,3,3,2,3,2,2,4,3,3,1,2,2.62,0,0,FALSE
Female,Loyal Customer,21,Personal Travel,Eco,479,3,3,3,4,1,3,1,1,4,3,3,3,1,2.54,39,53,FALSE
Male,Loyal Customer,39,Business Travel,Business,588,1,1,1,1,5,5,4,5,5,5,5,5,4,3.62,0,0,TRUE
Female,Loyal Customer,25,Business Travel,Business,2039,5,5,5,5,4,4,4,4,5,1,1,3,4,3.85,0,0,TRUE
Female,Loyal Customer,40,Business Travel,Business,1924,1,2,2,2,2,4,3,1,1,2,1,2,3,2,0,0,FALSE
Female,Loyal Customer,58,Business Travel,Business,2125,2,3,3,3,5,4,3,2,2,2,2,3,2,2.77,0,0,FALSE
Female,Loyal Customer,23,Business Travel,Business,1713,2,5,5,5,2,2,2,2,1,2,3,1,2,2.62,13,3,FALSE
Female,Loyal Customer,58,Business Travel,Business,1774,5,5,5,5,2,5,5,4,4,4,4,3,3,4.15,4,11,TRUE
Female,Loyal Customer,51,Business Travel,Business,1780,2,2,2,2,2,4,4,2,2,2,2,3,3,2.46,0,0,TRUE
Male,Loyal Customer,55,Business Travel,Eco,1411,5,3,3,3,5,5,5,5,2,3,3,2,5,3.77,0,0,TRUE
Female,Loyal Customer,46,Business Travel,Business,2407,5,2,5,5,2,4,5,5,5,5,5,5,3,4.31,1,6,TRUE
Female,Loyal Customer,36,Business Travel,Eco,641,4,1,5,1,4,4,4,4,3,5,5,4,4,3.69,0,0,TRUE
Female,Loyal Customer,43,Business Travel,Business,3363,4,4,4,4,3,4,4,4,4,4,4,3,5,3.92,53,57,TRUE
Female,Disloyal Customer,30,Business Travel,Eco,150,2,3,2,4,4,2,4,4,4,3,3,1,4,3.08,0,0,FALSE
Male,Loyal Customer,7,Personal Travel,Eco Plus,290,3,5,3,1,4,3,4,4,5,2,5,4,4,3.62,0,0,FALSE
Female,Loyal Customer,62,Personal Travel,Eco,500,3,5,3,1,5,5,4,3,3,3,3,5,4,3.62,0,0,FALSE
Female,Loyal Customer,36,Business Travel,Business,226,2,5,5,5,4,3,4,2,2,2,2,2,1,3,4,0,FALSE
Male,Loyal Customer,52,Business Travel,Business,3073,5,5,5,5,2,4,5,5,5,5,5,5,5,4.69,0,0,TRUE
Male,Loyal Customer,48,Business Travel,Eco,1855,4,2,1,2,4,4,4,4,1,3,3,2,4,2.92,0,0,FALSE
Male,Loyal Customer,14,Personal Travel,Eco,86,2,4,2,3,1,2,1,1,5,4,5,5,1,2.77,0,12,FALSE
Female,Loyal Customer,45,Business Travel,Business,1235,3,3,3,3,5,5,5,2,2,2,2,4,4,3.31,0,0,TRUE
Male,Disloyal Customer,62,Business Travel,Business,1076,3,3,3,3,4,3,4,4,2,5,1,5,4,3.38,0,0,FALSE
Female,Loyal Customer,62,Business Travel,Eco,262,5,3,3,3,1,1,3,5,5,5,5,5,1,3.46,0,0,TRUE
Female,Loyal Customer,41,Business Travel,Business,2422,2,2,2,2,2,2,2,2,4,4,4,2,2,2.46,0,0,TRUE
Male,Disloyal Customer,27,Business Travel,Business,580,4,4,4,4,3,4,3,3,3,5,4,5,3,3.77,16,11,TRUE
Male,Loyal Customer,33,Personal Travel,Eco,277,1,0,1,3,4,1,4,4,1,1,2,5,4,2.38,0,2,FALSE
Female,Loyal Customer,46,Personal Travel,Eco,829,3,5,3,3,5,4,5,1,1,3,1,5,5,3.38,0,0,FALSE
Female,Loyal Customer,56,Business Travel,Business,416,2,2,2,2,5,5,2,3,3,3,3,3,1,2.77,0,0,TRUE
Female,Loyal Customer,33,Personal Travel,Eco,888,4,5,4,5,1,4,1,1,4,3,4,5,1,3.23,16,0,FALSE
Female,Loyal Customer,40,Personal Travel,Eco,483,3,0,2,4,2,2,2,4,5,5,5,2,2,2.92,220,232,FALSE
Female,Loyal Customer,52,Business Travel,Business,2036,1,1,1,1,5,3,5,4,4,4,4,3,4,3.08,0,28,TRUE
Female,Disloyal Customer,23,Business Travel,Business,667,5,5,5,4,4,5,4,4,4,4,4,5,4,4.38,0,0,TRUE
Male,Loyal Customer,31,Business Travel,Business,2576,5,5,3,5,4,4,4,5,3,4,5,4,4,4.23,233,229,TRUE
Male,Loyal Customer,42,Business Travel,Eco,429,5,2,2,2,5,5,5,5,3,2,3,1,5,3.46,31,24,TRUE
Male,Loyal Customer,52,Personal Travel,Eco,427,2,2,2,4,5,2,5,5,3,1,4,3,5,3.31,0,0,FALSE
Female,Loyal Customer,56,Business Travel,Business,213,4,2,2,2,1,3,3,2,2,3,4,2,1,2.38,0,0,FALSE
Male,Loyal Customer,36,Business Travel,Business,1337,2,4,4,4,2,2,2,2,2,1,2,4,1,2.46,40,27,FALSE
Female,Loyal Customer,57,Business Travel,Eco,1750,2,4,4,4,1,3,3,2,2,2,2,4,2,2.69,0,0,FALSE
Male,Loyal Customer,58,Business Travel,Business,2303,2,2,2,2,3,4,5,5,5,5,5,5,4,3.77,17,10,TRUE
Male,Loyal Customer,35,Business Travel,Eco,1035,5,5,4,4,5,5,5,5,2,1,5,5,5,4.31,20,9,TRUE
Male,Disloyal Customer,11,Business Travel,Eco,674,2,2,2,3,2,2,2,2,4,1,2,1,2,2.08,22,8,FALSE
Female,Disloyal Customer,32,Business Travel,Business,808,4,4,4,4,5,4,5,5,5,2,4,4,5,4.23,33,23,FALSE
Female,Disloyal Customer,25,Business Travel,Eco,925,2,2,2,3,5,2,5,5,4,5,4,4,5,3.69,0,0,FALSE
Female,Loyal Customer,12,Personal Travel,Eco,342,5,5,5,1,5,5,5,5,4,5,5,4,5,4.54,17,22,TRUE
Male,Loyal Customer,58,Personal Travel,Eco,628,2,5,2,4,2,2,2,2,3,5,5,3,2,3,0,0,FALSE
Male,Disloyal Customer,30,Business Travel,Business,922,2,2,2,5,4,2,4,4,4,5,5,3,4,3.54,9,17,FALSE
Male,Loyal Customer,40,Business Travel,Business,1577,1,1,1,1,3,4,4,4,4,4,4,3,3,2.85,0,0,TRUE
Male,Loyal Customer,57,Business Travel,Business,2265,3,3,4,3,5,4,4,3,3,2,3,4,4,3.46,10,13,TRUE
Male,Loyal Customer,42,Personal Travel,Eco,1201,3,5,3,3,1,3,4,1,3,2,5,5,1,3,10,0,FALSE
Male,Disloyal Customer,80,Business Travel,Eco,806,4,4,4,3,4,2,2,1,5,4,4,2,2,3.15,206,183,FALSE
Male,Loyal Customer,27,Business Travel,Business,2244,3,3,3,3,3,4,3,3,3,3,4,3,3,3.15,0,0,TRUE
Female,Loyal Customer,17,Personal Travel,Eco,2342,2,3,2,1,4,2,4,4,2,5,2,2,4,2.85,52,40,FALSE
Female,Loyal Customer,54,Business Travel,Business,944,5,5,5,5,5,5,5,5,5,5,5,5,3,4.85,0,0,TRUE
